Razão Social,CNPJ,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Status,Data de Vencimento,Situação Análise Documento
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-23T00:00:00-04:00,NÃO ANALISADO
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-04T00:00:00-04:00,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,IRREGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-04T00:00:00-04:00,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-31T00:00:00-04:00,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
ALPES ENGENHARIA LTDA,04812571000181,PRESTAÇÃO DE SERVIÇOS PARA RECUPERAÇÃO DE PAVIMENTOS NA PISTA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-22T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-22T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,IRREGULAR,CND Federal,A vencer,2026-12-21T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-06-24T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-21T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,ALERTA,IBAMA - Certidão Negativa de Débitos,A vencer,,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,A vencer,2026-08-18T00:00:00-04:00,NÃO ANALISADO
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,PRESTAÇÃO DE SERVIÇOS ADMINISTRATIVOS AMBIENTAIS,SERVICO,ALERTA,IBAMA - Consulta de Regularidade,A vencer,,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-08-01T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,CND Federal,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
BLUEGROUND AIRPORT SERVICES LTDA,48572080000186,"PRESTAÇÃO DE SERVIÇOS DE CONDUÇÃO DE VEÍCULOS PESADOS, PRESTAÇÃO DE SERVIÇOS DE MEDIÇÕES NA PISTA",SERVICO,ALERTA,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-07T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-12-20T00:00:00-04:00,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,NEUTRO,CND Federal,A vencer,2026-10-01T00:00:00-04:00,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,NEUTRO,Cartão CNPJ,A vencer,2026-09-18T00:00:00-04:00,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Débitos,A vencer,2026-08-08T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,A vencer,2026-08-20T00:00:00-04:00,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,NEUTRO,IBAMA - Consulta de Regularidade,A vencer,2026-10-14T00:00:00-04:00,APROVADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,CND Federal,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-09-30T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,IRREGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-09-30T00:00:00-04:00,REPROVADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2027-01-02T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-29T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,NEUTRO,CND Federal,A vencer,2026-10-04T00:00:00-04:00,APROVADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,2026-10-08T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,ALERTA,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2027-01-10T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-22T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,IRREGULAR,CND Federal,A vencer,2027-01-06T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,Cartão CNPJ,A vencer,2026-12-24T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2027-01-06T00:00:00-04:00,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2026-12-24T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,ALERTA,CERTIDÃO JUDICIAL CRIMINAL - TRF,A vencer,,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,A vencer,2026-10-01T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,ALERTA,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-07-29T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,ALERTA,CND Federal,A vencer,,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Cartão CNPJ,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-12-29T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,Comprovante de Inscrição Sintegra,A vencer,2027-07-02T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Débitos,Vencido,2026-08-01T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Certidão Negativa de Embargos,Vencido,2026-08-01T00:00:00-04:00,NÃO ANALISADO
CORPUS SANEAMENTO E OBRAS LTDA,31733363000160,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,REGULAR,IBAMA - Consulta de Regularidade,Vencido,2026-07-28T00:00:00-04:00,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,Não anexado,,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,Não anexado,,NÃO ANALISADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-08-23T00:00:00-04:00,APROVADO
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE HÍDRICOS E EFLUENTES,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-08-09T00:00:00-04:00,NÃO ANALISADO
