Razão Social,CPF/CNPJ,Situação da solicitação,Área da pendência,Documento,Marcas e representações,Pendência
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,APROVADO,TERCEIROS,,,"PEDRO FERREIRA ARIENTI - DARF INSS, DCTFWEB E CND FEDERAL, não consta a DCTFWEB e a CND FEDERAL."
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,APROVADO,TERCEIROS,,,"PEDRO FERREIRA ARIENTI - Cartão ponto com total de horas extras ou noturnas, consta horários britânicos."
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,APROVADO,TERCEIROS,,,"PEDRO FERREIRA ARIENTI - DARF INSS, DCTFWEB E CND FEDERAL, Foi apresentado apenas o DARF previdenciário, que comprova o pagamento, mas não substitui a DCTFWeb, responsável pela declaração e confissão dos débitos, nem a CND Federal, que comprova a regularidade fiscal perante a Receita Federal e a Dívida Ativa da União. Dessa forma, o conjunto documental está incompleto. Base legal: Lei nº 8.212/1991; IN RFB nº 971/2009."
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,APROVADO,TERCEIROS,,,"PEDRO FERREIRA ARIENTI - Cartão ponto com total de horas extras ou noturnas, O controle de ponto apresentado possui falhas, como uso de planilha manual sem garantia de integridade, indícios de ponto britânico, registros incompletos, ausência de assinatura, apuração inconsistente de horas extras e banco de horas sem acordo formal. O documento não atende aos requisitos legais de controle de jornada. Base legal: CLT, arts. 74, 59 e 71; Portaria MTP nº 671/2021; Súmula 338 do TST."
AMBIENS CONSULTORIA E PROJETOS AMBIENTAIS LTDA.,04432182000120,APROVADO,TERCEIROS,,,"PEDRO FERREIRA ARIENTI - FOPAG - (FOLHA DE PAGAMENTO + RESUMO), O documento apresentado não é Folha de Pagamento (FOPAG), pois contém apenas recibos individuais, sem consolidação dos empregados e sem totalizadores de proventos, descontos, INSS patronal e FGTS. Há ainda mistura de salários e pró-labore no mesmo arquivo, comprometendo a base previdenciária. A ausência da folha analítica ou resumo caracteriza não conformidade. Base legal: CLT, art. 225; Lei nº 8.212/1991; IN RFB nº 971/2009."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"CIPA - composição / reuniões / atas/ treinamento, Caso a empresa se enquadre na obrigatoriedade de constituição da CIPA, conforme o Quadro I da NR-05, deve apresentar a ata de constituição ou eleição, os certificados de treinamento dos membros e documento que comprove o número de empregados. Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"PGR, não consta a assinatura da empresa."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"PCMSO, só ficará conforme quando o PGR estiver ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - Ficha de EPI, precisa ajustar o PGR e as informações dos EPIs e assinaturas"
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - Ordens de Serviço, PGR encontra-se não conforme, fazer o ajuste necessário."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - ASO, PCMSO encontra-se não conforme, ajustar o ASO incluindo os exames e data do exame clínico."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,VITOR HUGO FURTADO RIBEIRO - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,VITOR HUGO FURTADO RIBEIRO - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,VITOR HUGO FURTADO RIBEIRO - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MAURICIO CHAGAS DA SILVA - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MAURICIO CHAGAS DA SILVA - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MAURICIO CHAGAS DA SILVA - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MARCELO TRINDADE SANTOS - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MARCELO TRINDADE SANTOS - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,MARCELO TRINDADE SANTOS - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JANAINA MACHADO MOURA - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JANAINA MACHADO MOURA - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JANAINA MACHADO MOURA - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JAIR FERREIRA LUIZ - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JAIR FERREIRA LUIZ - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,JAIR FERREIRA LUIZ - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,GUSTAVO BAZEN FELTRIN - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,GUSTAVO BAZEN FELTRIN - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,GUSTAVO BAZEN FELTRIN - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,DANIEL HRABAR JORGE - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,DANIEL HRABAR JORGE - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,DANIEL HRABAR JORGE - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,BARBARA GABRIELLA DA SILVA ADMIRAL - Ficha de EPI
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,BARBARA GABRIELLA DA SILVA ADMIRAL - Ordens de Serviço
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,BARBARA GABRIELLA DA SILVA ADMIRAL - ASO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"PGR, Não consta a ART , não consta   a assinatura da empresa ."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,LAUDO de insalubridade
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,Laudo de Periculosidade
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"Laudo de Periculosidade, Como no PGR existe riscos que necessitam de comprovação do Laudo de Insalubridade e de Periculosidade o documento se torna obrigatório."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"LAUDO de insalubridade, Como no PGR existe riscos que necessitam de comprovação do Laudo de Insalubridade e de Periculosidade o documento se torna obrigatório"
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"Avaliação ergonômica, O documento é obrigatório pela NR-17 e pode estar anexo ao PGR/GRO, desde que esteja completo. Não será aceito apenas o complemento do inventário de riscos. Solicita-se o envio para regularização."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"PGR, A assinatura deve ser manuscrita ou digital com protocolo. Em caso de assinatura digital, é necessário anexar o relatório/comprovante da assinatura digital, conforme a Lei nº 14.063/2020 e a Lei nº 12.682/2012. Sem ART e sem assinatura da empresa."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,DOCUMENTOS,,,"PCMSO, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"YHAGO SOUSA - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"VITOR HUGO FURTADO RIBEIRO - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"VITOR HUGO FURTADO RIBEIRO - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"VITOR HUGO FURTADO RIBEIRO - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"VITOR HUGO FURTADO RIBEIRO - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"VITOR HUGO FURTADO RIBEIRO - ASO,  Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MARCELO TRINDADE SANTOS - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MARCELO TRINDADE SANTOS - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MARCELO TRINDADE SANTOS - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"GUSTAVO BAZEN FELTRIN - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"GUSTAVO BAZEN FELTRIN - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"GUSTAVO BAZEN FELTRIN - ASO,  Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MAURICIO CHAGAS DA SILVA - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MAURICIO CHAGAS DA SILVA - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"MAURICIO CHAGAS DA SILVA - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JANAINA MACHADO MOURA - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JANAINA MACHADO MOURA - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JANAINA MACHADO MOURA - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JAIR FERREIRA LUIZ - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JAIR FERREIRA LUIZ - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"JAIR FERREIRA LUIZ - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"DANIEL HRABAR JORGE - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"DANIEL HRABAR JORGE - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"DANIEL HRABAR JORGE - ASO, Só será analisado quando o PCMSO for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"BARBARA GABRIELLA DA SILVA ADMIRAL - Ficha de EPI, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"BARBARA GABRIELLA DA SILVA ADMIRAL - Ordens de Serviço, Só será analisado quando o PGR for ajustado."
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,TERCEIROS,,,"BARBARA GABRIELLA DA SILVA ADMIRAL - ASO, Só será analisado quando o PCMSO for ajustado"
GRABER SEGURANCA LTDA,87169900001117,APROVADO,DOCUMENTOS,,,"PGR, não consta Plano de Ação conforme a NR1 - 1.5.5.2.1 A organização deve elaborar plano de ação, indicando as medidas de prevenção a serem
introduzidas, aprimoradas ou mantidas, conforme o subitem 1.5.4.4.5."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,DOCUMENTOS,,,"PCMSO, Após o ajuste do PGR será realizado o de para  do PCMSO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"JEFERSON BARCELOS DA SILVA - ASO, Após o ajuste do PCMSO, será realizado a de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"JEFERSON BARCELOS DA SILVA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"JEFERSON BARCELOS DA SILVA - Ficha de EPI, Após o  ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"JEFERSON BARCELOS DA SILVA - Cartão ponto com total de horas extras ou noturnas, Identificamos que os registros de intervalo para almoço estão sendo realizados em horário britânico, ou seja, com marcações exatamente iguais todos os dias, o que não reflete a variação natural da jornada real de trabalho."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FABIANO LEITE FALCÃO - ASO, Após o ajuste do PGR/PCMSO será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FABIANO LEITE FALCÃO - Ordens de Serviço, Após o ajuste do PGR, será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FABIANO LEITE FALCÃO - Ficha de EPI, Após o ajuste do PGR, será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO DO A SILVA - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO DO A SILVA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO DO A SILVA - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MARIA DO SOCORRO DO A SILVA - Cartão ponto com total de horas extras ou noturnas, Identificamos que os registros de intervalo para almoço estão sendo realizados em horário britânico, ou seja, com marcações exatamente iguais todos os dias, o que não reflete a variação natural da jornada real de trabalho"
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"WENDELL LOPES FREIRE - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"WENDELL LOPES FREIRE - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"WENDELL LOPES FREIRE - Ficha de EPI, Após o ajuste do PGR será realizado o depara da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"LUCIANO BRAGA VIEIRA - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"LUCIANO BRAGA VIEIRA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"LUCIANO BRAGA VIEIRA - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"LUCIANO BRAGA VIEIRA - Cartão ponto com total de horas extras ou noturnas, Identificamos que os registros de intervalo para almoço estão sendo realizados em horário britânico, ou seja, com marcações exatamente iguais todos os dias, o que não reflete a variação natural da jornada real de trabalho"
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"CAMILA MOTA DUARTE COSTA - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"CAMILA MOTA DUARTE COSTA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"CAMILA MOTA DUARTE COSTA - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"CAMILA MOTA DUARTE COSTA - Cartão ponto com total de horas extras ou noturnas, Identificamos que os registros de intervalo para almoço estão sendo realizados em horário britânico, ou seja, com marcações exatamente iguais todos os dias, o que não reflete a variação natural da jornada real de trabalho."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MAGNO SILVA - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MAGNO SILVA - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MAGNO SILVA - Cartão ponto com total de horas extras ou noturnas, Identificamos que os registros de intervalo para almoço estão sendo realizados em horário britânico, ou seja, com marcações exatamente iguais todos os dias, o que não reflete a variação natural da jornada real de trabalho"
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"MAGNO SILVA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FERNANDA DE JESUS DA SILVA - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FERNANDA DE JESUS DA SILVA - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"FERNANDA DE JESUS DA SILVA - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"EBERSON DA SILVA PERDOMO JUNIOR - ASO, Após o ajuste do PGR será realizado o de para do ASO."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"EBERSON DA SILVA PERDOMO JUNIOR - Ordens de Serviço, Após o ajuste do PGR será realizado o de para da Ordem de Serviço."
GRABER SEGURANCA LTDA,87169900001117,APROVADO,TERCEIROS,,,"EBERSON DA SILVA PERDOMO JUNIOR - Ficha de EPI, Após o ajuste do PGR será realizado o de para da Ficha de Epi."
